Species3,Family3,Order3,Avibase_id,Inferred,MainDiet,MainNiche,Pa,Pt,Ne,Se,Fr,In,Ap,Vt,Ca,PAG,PAS,PAD,PEL,PGR,NAE,NGL,SEL,SGR,FAE,FGL,FGR,IAE,ISA,ISS,ISG,IVS,IGE,IGG,APA,APL,APP,APG,APS,APD,VAE,VAS,VPE,VGE,VGG,CAQ,CGR
Ramphomicron dorsale,Trochilidae,Apodiformes,AVIBASE-868924FC,0,Ne,Generalist,0,0,90,0,0,10,0,0,0,0,0,0,0,0,54,36,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramphomicron microrhynchum,Trochilidae,Apodiformes,AVIBASE-B2CD184B,0,Ne,NAE,0,0,90,0,0,10,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhodopis vesper,Trochilidae,Apodiformes,AVIBASE-D3AA7BB0,0,Ne,NAE,0,0,90,0,0,10,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sappho sparganura,Trochilidae,Apodiformes,AVIBASE-66F7D229,0,Ne,NAE,0,0,90,0,0,10,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Schistes geoffroyi,Trochilidae,Apodiformes,AVIBASE-DBD9E3FF,0,Ne,NAE,0,0,90,0,0,10,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Selasphorus ardens,Trochilidae,Apodiformes,AVIBASE-DA7DAB3E,0,Ne,NAE,0,0,90,0,0,10,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Selasphorus flammula,Trochilidae,Apodiformes,AVIBASE-BBA56D2E,0,Ne,NAE,0,0,90,0,0,10,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Selasphorus platycercus,Trochilidae,Apodiformes,AVIBASE-AFBD5A5F,0,Ne,NAE,0,0,90,0,0,10,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Selasphorus rufus,Trochilidae,Apodiformes,AVIBASE-1E1B6D19,0,Ne,NAE,0,0,90,0,0,10,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Selasphorus sasin,Trochilidae,Apodiformes,AVIBASE-C25794D5,0,Ne,NAE,0,0,90,0,0,10,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Selasphorus scintilla,Trochilidae,Apodiformes,AVIBASE-81D324D0,0,Ne,NAE,0,0,90,0,0,10,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sephanoides fernandensis,Trochilidae,Apodiformes,AVIBASE-E251911A,0,Ne,NGL,0,0,90,0,0,10,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sephanoides sephaniodes,Trochilidae,Apodiformes,AVIBASE-F9E46CF4,0,Ne,NAE,0,0,100,0,0,0,0,0,0,0,0,0,0,0,90,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stellula calliope,Trochilidae,Apodiformes,AVIBASE-5816834E,0,Ne,NAE,0,0,90,0,0,10,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephanoxis lalandi,Trochilidae,Apodiformes,AVIBASE-C9F9F99A,0,Ne,NAE,0,0,90,0,0,10,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sternoclyta cyanopectus,Trochilidae,Apodiformes,AVIBASE-B1A4A6A0,0,Ne,NAE,0,0,90,0,0,10,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taphrolesbia griseiventris,Trochilidae,Apodiformes,AVIBASE-D055D315,0,Ne,NAE,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taphrospilus hypostictus,Trochilidae,Apodiformes,AVIBASE-FBF86EEA,0,Ne,NAE,0,0,90,0,0,10,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thalurania colombica,Trochilidae,Apodiformes,AVIBASE-EE7180C8,0,Ne,NAE,0,0,90,0,0,10,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thalurania fannyi,Trochilidae,Apodiformes,AVIBASE-EE7180C8,0,Ne,NAE,0,0,90,0,0,10,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thalurania furcata,Trochilidae,Apodiformes,AVIBASE-EB8F11B5,0,Ne,NAE,0,0,90,0,0,10,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thalurania glaucopis,Trochilidae,Apodiformes,AVIBASE-F83FDFF6,0,Ne,NAE,0,0,90,0,0,10,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thalurania ridgwayi,Trochilidae,Apodiformes,AVIBASE-E5800BE4,0,Ne,NAE,0,0,90,0,0,10,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thalurania watertonii,Trochilidae,Apodiformes,AVIBASE-56FF9424,0,Ne,NAE,0,0,90,0,0,10,0,0,0,0,0,0,0,0,81,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thaumastura cora,Trochilidae,Apodiformes,AVIBASE-5382241A,0,Ne,NAE,0,0,90,0,0,10,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Threnetes leucurus,Trochilidae,Apodiformes,AVIBASE-E9C2DFD5,0,Ne,NAE,0,0,90,0,0,10,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Threnetes niger,Trochilidae,Apodiformes,AVIBASE-3F803B53,0,Ne,NAE,0,0,90,0,0,10,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Threnetes ruckeri,Trochilidae,Apodiformes,AVIBASE-DDCF894E,0,Ne,NAE,0,0,90,0,0,10,0,0,0,0,0,0,0,0,72,18,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tilmatura dupontii,Trochilidae,Apodiformes,AVIBASE-8BDFE96C,0,Ne,NAE,0,0,90,0,0,10,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Topaza pella,Trochilidae,Apodiformes,AVIBASE-9F291BC2,0,Ne,NAE,0,0,90,0,0,10,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Topaza pyra,Trochilidae,Apodiformes,AVIBASE-66D9C57E,0,Ne,NAE,0,0,90,0,0,10,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trochilus polytmus,Trochilidae,Apodiformes,AVIBASE-07E19970,0,Ne,NAE,0,0,90,0,0,10,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trochilus scitulus,Trochilidae,Apodiformes,AVIBASE-7D8643AF,0,Ne,NAE,0,0,90,0,0,10,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Urochroa bougueri,Trochilidae,Apodiformes,AVIBASE-34C779B1,0,Ne,NAE,0,0,90,0,0,10,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Urosticte benjamini,Trochilidae,Apodiformes,AVIBASE-AE7EE8C8,0,Ne,NAE,0,0,90,0,0,10,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Urosticte ruficrissa,Trochilidae,Apodiformes,AVIBASE-C43B3BAC,0,Ne,NAE,0,0,90,0,0,10,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apteryx australis,Apterygidae,Apterygiformes,AVIBASE-6BA55EF0,0,In,IGG,0,10,0,0,10,80,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0
Apteryx haastii,Apterygidae,Apterygiformes,AVIBASE-0D8B9E40,0,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
Apteryx mantelli,Apterygidae,Apterygiformes,AVIBASE-DB55CB8C,0,In,IGG,0,10,0,0,10,80,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0
Apteryx owenii,Apterygidae,Apterygiformes,AVIBASE-187706CF,0,In,IGG,0,10,0,0,10,80,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0
Aceros cassidix,Bucerotidae,Bucerotiformes,AVIBASE-A535F76B,0,Fr,FGL,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,10,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aceros comatus,Bucerotidae,Bucerotiformes,AVIBASE-89BFB892,0,Omnivore,Generalist,0,0,0,0,20,30,0,50,0,0,0,0,0,0,0,0,0,0,0,14,6,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,25,25,0,0
Aceros corrugatus,Bucerotidae,Bucerotiformes,AVIBASE-9C62A324,0,Fr,FGL,0,0,0,0,90,10,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aceros everetti,Bucerotidae,Bucerotiformes,AVIBASE-CDBB9B38,0,Fr,FGL,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aceros leucocephalus,Bucerotidae,Bucerotiformes,AVIBASE-400BE12E,0,Fr,FGL,0,0,0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,2,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aceros narcondami,Bucerotidae,Bucerotiformes,AVIBASE-E3E8456E,0,Fr,FGL,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aceros nipalensis,Bucerotidae,Bucerotiformes,AVIBASE-01391B1A,0,Fr,FGL,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aceros plicatus,Bucerotidae,Bucerotiformes,AVIBASE-524408DF,0,Fr,FGL,0,0,0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Aceros subruficollis,Bucerotidae,Bucerotiformes,AVIBASE-FAA31B81,0,Fr,FGL,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aceros undulatus,Bucerotidae,Bucerotiformes,AVIBASE-3C98DDBC,0,Fr,FGL,0,0,0,0,90,10,0,0,0,0,0,0,0,0,0,0,0,0,0,72,18,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Aceros waldeni,Bucerotidae,Bucerotiformes,AVIBASE-522A2DFD,0,Fr,FGL,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anorrhinus austeni,Bucerotidae,Bucerotiformes,AVIBASE-71A029B9,0,Fr,FGL,0,0,0,0,60,10,0,30,0,0,0,0,0,0,0,0,0,0,0,60,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,30,0,0,0
Anorrhinus galeritus,Bucerotidae,Bucerotiformes,AVIBASE-1FD5EBCD,0,Fr,FGL,0,0,0,0,60,20,0,20,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20,0,0,0
Anorrhinus tickelli,Bucerotidae,Bucerotiformes,AVIBASE-8454CE68,0,Fr,FGL,0,0,0,0,60,20,0,20,0,0,0,0,0,0,0,0,0,0,0,60,0,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,20,0,0,0
Anthracoceros albirostris,Bucerotidae,Bucerotiformes,AVIBASE-082CFEA6,0,Fr,Generalist,0,0,0,0,60,20,0,20,0,0,0,0,0,0,0,0,0,0,0,48,12,0,2,0,0,0,14,4,0,0,0,0,0,0,0,0,0,16,4,0,0
Anthracoceros coronatus,Bucerotidae,Bucerotiformes,AVIBASE-079BC769,0,Fr,FGL,0,10,0,0,70,10,0,10,0,0,0,0,10,0,0,0,0,0,0,70,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,8,2,0,0
Anthracoceros malayanus,Bucerotidae,Bucerotiformes,AVIBASE-6DC62BCF,0,Fr,FGL,0,0,0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthracoceros marchei,Bucerotidae,Bucerotiformes,AVIBASE-87269308,0,Fr,FGL,0,0,0,0,80,10,0,10,0,0,0,0,0,0,0,0,0,0,0,64,16,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,8,2,0,0
Anthracoceros montani,Bucerotidae,Bucerotiformes,AVIBASE-C2775FA0,0,Fr,FGL,0,0,0,0,70,10,0,20,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,20,0,0,0
Buceros bicornis,Bucerotidae,Bucerotiformes,AVIBASE-A9D587B9,0,Fr,Generalist,0,0,0,0,60,20,0,20,0,0,0,0,0,0,0,0,0,0,0,54,6,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20,0,0,0
Buceros hydrocorax,Bucerotidae,Bucerotiformes,AVIBASE-C09BECA9,0,Fr,FGL,0,0,0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buceros rhinoceros,Bucerotidae,Bucerotiformes,AVIBASE-0D3D9303,0,Fr,FGL,0,0,0,0,70,10,0,20,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,20,0,0,0
Bycanistes albotibialis,Bucerotidae,Bucerotiformes,AVIBASE-2F7DCF91,0,Fr,FGL,0,0,0,0,90,10,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bycanistes brevis,Bucerotidae,Bucerotiformes,AVIBASE-5350D0E8,0,Fr,FGL,0,0,0,0,80,10,0,10,0,0,0,0,0,0,0,0,0,0,0,72,8,0,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,7,3,0,0
Bycanistes bucinator,Bucerotidae,Bucerotiformes,AVIBASE-3A4D2B44,0,Fr,FGL,0,0,0,0,80,10,0,10,0,0,0,0,0,0,0,0,0,0,0,80,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Bycanistes cylindricus,Bucerotidae,Bucerotiformes,AVIBASE-F03111B9,0,Fr,FGL,0,0,0,0,90,10,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bycanistes fistulator,Bucerotidae,Bucerotiformes,AVIBASE-EB23C9C9,0,Fr,FGL,0,0,0,0,90,10,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bycanistes subcylindricus,Bucerotidae,Bucerotiformes,AVIBASE-02428AC1,0,Fr,FGL,0,0,0,0,70,20,0,10,0,0,0,0,0,0,0,0,0,0,0,70,0,0,4,0,0,0,14,2,0,0,0,0,0,0,0,0,0,7,3,0,0
Ceratogymna atrata,Bucerotidae,Bucerotiformes,AVIBASE-C05BF908,0,Fr,FGL,0,0,0,0,90,10,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ceratogymna elata,Bucerotidae,Bucerotiformes,AVIBASE-CBC236C2,0,Fr,FGL,0,0,0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,72,8,0,2,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Ocyceros birostris,Bucerotidae,Bucerotiformes,AVIBASE-FD5AD57F,0,Fr,FGL,0,0,0,0,80,0,0,20,0,0,0,0,0,0,0,0,0,0,0,72,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,0,0
Ocyceros gingalensis,Bucerotidae,Bucerotiformes,AVIBASE-51D20ACB,0,Fr,FGL,0,0,0,0,80,10,0,10,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Ocyceros griseus,Bucerotidae,Bucerotiformes,AVIBASE-2BE24F91,0,Fr,FGL,0,0,0,0,80,10,0,10,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Penelopides affinis,Bucerotidae,Bucerotiformes,AVIBASE-C87B1D14,0,Omnivore,Generalist,0,0,0,20,40,20,0,20,0,0,0,0,0,0,0,0,20,0,0,40,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20,0,0,0
Penelopides exarhatus,Bucerotidae,Bucerotiformes,AVIBASE-C0BD105F,0,Fr,FGL,0,0,0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Penelopides manillae,Bucerotidae,Bucerotiformes,AVIBASE-FB6FE713,0,Fr,FGL,0,0,0,0,80,10,0,10,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Penelopides mindorensis,Bucerotidae,Bucerotiformes,AVIBASE-ED3D5F4C,0,Fr,FGL,0,0,0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Penelopides panini,Bucerotidae,Bucerotiformes,AVIBASE-56D5A470,0,Fr,FGL,0,0,0,0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Penelopides samarensis,Bucerotidae,Bucerotiformes,AVIBASE-C87B1D14,0,Omnivore,Generalist,0,0,0,20,40,20,0,20,0,0,0,0,0,0,0,0,20,0,0,40,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20,0,0,0
Rhinoplax vigil,Bucerotidae,Bucerotiformes,AVIBASE-88CDFD67,0,Fr,FGL,0,0,0,0,60,0,0,40,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0
Tockus alboterminatus,Bucerotidae,Bucerotiformes,AVIBASE-1FDA0172,0,Omnivore,Generalist,0,0,0,0,40,40,0,20,0,0,0,0,0,0,0,0,0,0,0,40,0,0,12,0,0,0,28,0,0,0,0,0,0,0,0,0,0,20,0,0,0
Tockus bradfieldi,Bucerotidae,Bucerotiformes,AVIBASE-336CB959,0,In,Generalist,0,0,0,10,20,60,0,10,0,0,0,0,0,0,0,0,8,2,0,16,4,0,12,0,0,0,36,12,0,0,0,0,0,0,0,0,0,8,2,0,0
Tockus camurus,Bucerotidae,Bucerotiformes,AVIBASE-53D72911,0,In,IGE,0,0,0,0,10,80,0,10,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Tockus deckeni,Bucerotidae,Bucerotiformes,AVIBASE-DE36D3BD,0,In,Generalist,0,0,0,10,10,60,0,20,0,0,0,0,0,0,0,0,0,10,0,3,7,0,0,0,18,0,0,42,0,0,0,0,0,0,0,0,6,0,14,0,0
Tockus erythrorhynchus,Bucerotidae,Bucerotiformes,AVIBASE-4C4AADAB,0,In,IGG,0,0,0,0,10,70,0,20,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,20,0,0
Tockus fasciatus,Bucerotidae,Bucerotiformes,AVIBASE-4B8F7AF5,0,Omnivore,Generalist,0,0,0,0,40,40,0,20,0,0,0,0,0,0,0,0,0,0,0,36,4,0,28,0,0,0,8,4,0,0,0,0,0,0,0,0,0,18,2,0,0
Tockus flavirostris,Bucerotidae,Bucerotiformes,AVIBASE-3BCD9CB0,0,In,IGG,0,0,0,0,20,80,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0
Tockus hartlaubi,Bucerotidae,Bucerotiformes,AVIBASE-23FEF54E,0,In,Generalist,0,0,0,0,10,70,0,20,0,0,0,0,0,0,0,0,0,0,0,10,0,0,14,49,0,0,0,7,0,0,0,0,0,0,0,0,4,16,0,0,0
Tockus hemprichii,Bucerotidae,Bucerotiformes,AVIBASE-6D72B23C,0,In,Generalist,0,0,0,0,10,70,0,20,0,0,0,0,0,0,0,0,0,0,0,8,2,0,14,0,0,0,42,14,0,0,0,0,0,0,0,0,0,16,4,0,0
Tockus jacksoni,Bucerotidae,Bucerotiformes,AVIBASE-427D7FD6,0,In,Generalist,0,0,0,10,10,60,0,20,0,0,0,0,0,0,0,0,0,10,0,3,7,0,0,0,18,0,0,42,0,0,0,0,0,0,0,0,6,0,14,0,0
Tockus leucomelas,Bucerotidae,Bucerotiformes,AVIBASE-21A15CDE,0,In,IGG,0,0,0,0,10,80,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,10,0,0
Tockus monteiri,Bucerotidae,Bucerotiformes,AVIBASE-C8898E88,0,In,IGG,0,10,0,10,10,70,0,0,0,0,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0
Tockus nasutus,Bucerotidae,Bucerotiformes,AVIBASE-0CCD664D,0,In,Generalist,0,0,0,0,10,70,0,20,0,0,0,0,0,0,0,0,0,0,0,9,1,0,7,0,0,0,56,7,0,0,0,0,0,0,0,0,0,18,2,0,0
Tockus pallidirostris,Bucerotidae,Bucerotiformes,AVIBASE-235F0000,0,In,IGE,0,0,10,20,0,70,0,0,0,0,0,0,0,0,0,10,18,2,0,0,0,0,0,0,0,0,63,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Tropicranus albocristatus,Bucerotidae,Bucerotiformes,AVIBASE-8009A6BC,0,In,IGE,0,0,0,0,20,60,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,20,0,0,0
Bucorvus abyssinicus,Bucorvidae,Bucerotiformes,AVIBASE-948ED65C,0,Omnivore,Generalist,0,0,0,0,10,50,0,30,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,30,0,10
Bucorvus cafer,Bucorvidae,Bucerotiformes,AVIBASE-4192DE77,0,Omnivore,Generalist,0,0,0,0,10,50,0,30,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,30,0,10
Phoeniculus bollei,Phoeniculidae,Bucerotiformes,AVIBASE-D1FFB474,0,In,IVS,0,0,0,10,10,80,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phoeniculus castaneiceps,Phoeniculidae,Bucerotiformes,AVIBASE-8CC7216A,0,In,Generalist,0,0,0,10,20,70,0,0,0,0,0,0,0,0,0,0,10,0,0,20,0,0,0,0,0,56,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phoeniculus damarensis,Phoeniculidae,Bucerotiformes,AVIBASE-76FAC9A5,0,In,IVS,0,0,0,0,0,80,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,16,0,0,0,0,0,0,0,0,0,16,4,0,0
Phoeniculus purpureus,Phoeniculidae,Bucerotiformes,AVIBASE-28CACA8F,0,In,IVS,0,0,0,0,0,90,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,18,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Phoeniculus somaliensis,Phoeniculidae,Bucerotiformes,AVIBASE-68A80086,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhinopomastus aterrimus,Phoeniculidae,Bucerotiformes,AVIBASE-9C69D0FD,0,In,Generalist,0,0,0,0,20,80,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,48,24,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhinopomastus cyanomelas,Phoeniculidae,Bucerotiformes,AVIBASE-B0DD1318,0,In,Generalist,0,0,0,10,20,70,0,0,0,0,0,0,0,0,0,0,10,0,0,20,0,0,0,0,0,35,28,7,0,0,0,0,0,0,0,0,0,0,0,0,0
